[INFO] Démarrage — group=position-group consumer=consumer-1 topic=position
[INFO] Instance consumer-1 déjà existante dans le groupe position-group
[OK] Abonné au topic 'position' — attente du rebalance initial...
[OK] Prêt à consommer
[OK] Connecté à Postgres
[INFO] Début du polling (intervalle 500 ms) — Ctrl+C pour arrêter

  [MSG] partition=0 offset=131607 courier=courier-62 lat=48.81156 lon=2.34258
  [MSG] partition=0 offset=131608 courier=courier-72 lat=48.8375 lon=2.36387
  [MSG] partition=0 offset=131609 courier=courier-41 lat=48.8626 lon=2.32865
  [MSG] partition=0 offset=131610 courier=courier-81 lat=48.81241 lon=2.33136
  [MSG] partition=0 offset=131611 courier=courier-55 lat=48.88638 lon=2.3182
  [MSG] partition=0 offset=131612 courier=courier-34 lat=48.8651 lon=2.38313
  [MSG] partition=0 offset=131613 courier=courier-7 lat=48.84123 lon=2.37053
  [MSG] partition=0 offset=131614 courier=courier-91 lat=48.84985 lon=2.36702
  [MSG] partition=0 offset=131615 courier=courier-99 lat=48.8724 lon=2.3401
  [MSG] partition=0 offset=131616 courier=courier-69 lat=48.86632 lon=2.39732
  [MSG] partition=0 offset=131617 courier=courier-48 lat=48.9009 lon=2.30243
  [MSG] partition=0 offset=131618 courier=courier-8 lat=48.88916 lon=2.30696
  [MSG] partition=0 offset=131619 courier=courier-59 lat=48.81963 lon=2.37692
  [MSG] partition=0 offset=131620 courier=courier-53 lat=48.86179 lon=2.32427
  [MSG] partition=0 offset=131621 courier=courier-73 lat=48.83833 lon=2.38484
  [MSG] partition=0 offset=131622 courier=courier-3 lat=48.82971 lon=2.34734
  [MSG] partition=0 offset=131623 courier=courier-52 lat=48.83536 lon=2.33513
  [MSG] partition=0 offset=131624 courier=courier-12 lat=48.81257 lon=2.30878
  [MSG] partition=0 offset=131625 courier=courier-4 lat=48.8573 lon=2.40117
  [MSG] partition=0 offset=131626 courier=courier-56 lat=48.90465 lon=2.34245
  [MSG] partition=0 offset=131627 courier=courier-54 lat=48.86066 lon=2.3052
  [MSG] partition=0 offset=131628 courier=courier-84 lat=48.85739 lon=2.35885
  [MSG] partition=0 offset=131629 courier=courier-47 lat=48.89008 lon=2.3665
  [MSG] partition=0 offset=131630 courier=courier-58 lat=48.8516 lon=2.30671
  [MSG] partition=0 offset=131631 courier=courier-5 lat=48.82537 lon=2.31849
